#SUBMITTED ID	FBID_KEY	ANNOTATION_SYMBOL	SYMBOL
FBgn0000008	FBgn0000008	CG6741	a
FBgn0000015	FBgn0000015	CG11648	Abd-B
FBgn0000017	FBgn0000017	CG4032	Abl
FBgn0000018	FBgn0000018	CG6093	abo
FBgn0000024	FBgn0000024	CG17907	Ace
FBgn0000028	FBgn0000028	CG9151	acj6
FBgn0000032	FBgn0000032	CG7899	Acph-1
FBgn0000037	FBgn0000037	CG4356	mAChR-A
FBgn0000042	FBgn0000042	CG4027	Act5C
FBgn0000043	FBgn0000043	CG12051	Act42A
FBgn0000057	FBgn0000057	CG5124	adp
FBgn0000071	FBgn0000071	CG2198	Ama
FBgn0000077	FBgn0000077	CG12127	amx
FBgn0000078	FBgn0000078	CG17876	Amy-d
FBgn0000079	FBgn0000079	CG18730	Amy-p
FBgn0000083	FBgn0000083	CG5730	AnxB9
FBgn0000084	FBgn0000084	CG9579	AnxB10
FBgn0000092	FBgn0000092	CG2650	CG2650
FBgn0000097	FBgn0000097	CG3166	aop
FBgn0000100	FBgn0000100	CG7490	RpLP0
FBgn0000108	FBgn0000108	CG7727	Appl
FBgn0000109	FBgn0000109	CG18315	Aprt
FBgn0000115	FBgn0000115	CG6025	Arl1
FBgn0000116	FBgn0000116	CG32031	Argk
FBgn0000117	FBgn0000117	CG11579	arm
FBgn0000119	FBgn0000119	CG5912	arr
FBgn0000139	FBgn0000139	CG6677	ash2
FBgn0000140	FBgn0000140	CG6875	asp
FBgn0000146	FBgn0000146	CG6137	aub
FBgn0000147	FBgn0000147	CG3068	aurA
FBgn0000150	FBgn0000150	CG2210	awd
FBgn0000152	FBgn0000152	CG9703	Axs
FBgn0000163	FBgn0000163	CG5055	baz
FBgn0000173	FBgn0000173	CG18319	ben
FBgn0000179	FBgn0000179	CG3578	bi
FBgn0000180	FBgn0000180	CG4722	bib
FBgn0000181	FBgn0000181	CG3644	bic
FBgn0000183	FBgn0000183	CG6605	BicD
FBgn0000206	FBgn0000206	CG8285	boss
FBgn0000212	FBgn0000212	CG5942	brm
FBgn0000221	FBgn0000221	CG4934	brn
FBgn0000228	FBgn0000228	CG14025	Bsg25D
FBgn0000229	FBgn0000229	CG5680	bsk
FBgn0000239	FBgn0000239	CG9242	bur
FBgn0000241	FBgn0000241	CG17632	bw
FBgn0000244	FBgn0000244	CG9379	by
FBgn0000246	FBgn0000246	CG17604	c(3)G
FBgn0000247	FBgn0000247	CG31037	ca
FBgn0000250	FBgn0000250	CG5848	cact
FBgn0000251	FBgn0000251	CG1759	cad
FBgn0000253	FBgn0000253	CG8472	Cam
FBgn0000256	FBgn0000256	CG3399	capu
FBgn0000257	FBgn0000257	CG12230	car
FBgn0000259	FBgn0000259	CG15224	CkIIbeta
FBgn0000261	FBgn0000261	CG6871	Cat
FBgn0000273	FBgn0000273	CG4379	Pka-C1
FBgn0000283	FBgn0000283	CG6384	Cp190
FBgn0000286	FBgn0000286	CG11924	Cf2
FBgn0000289	FBgn0000289	CG8367	cg
FBgn0000307	FBgn0000307	CG5813	chif
FBgn0000308	FBgn0000308	CG9553	chic
FBgn0000316	FBgn0000316	CG2945	cin
FBgn0000317	FBgn0000317	CG7595	ck
FBgn0000318	FBgn0000318	CG11024	cl
FBgn0000319	FBgn0000319	CG9012	Chc
FBgn0000326	FBgn0000326	CG9858	clt
FBgn0000330	FBgn0000330	CG3035	cm
FBgn0000339	FBgn0000339	CG5855	cni
FBgn0000346	FBgn0000346	CG1618	comt
FBgn0000351	FBgn0000351	CG11330	cort
FBgn0000352	FBgn0000352	CG1708	cos
FBgn0000357	FBgn0000357	CG6517	Cp18
FBgn0000370	FBgn0000370	CG8669	crc
FBgn0000376	FBgn0000376	CG2714	crm
FBgn0000377	FBgn0000377	CG3193	crn
FBgn0000382	FBgn0000382	CG3954	csw
FBgn0000384	FBgn0000384	CG17678	cta
FBgn0000395	FBgn0000395	CG15671	cv-2
FBgn0000404	FBgn0000404	CG5940	CycA
FBgn0000405	FBgn0000405	CG3510	CycB
FBgn0000406	FBgn0000406	CG13279	Cyt-b5-r
FBgn0000412	FBgn0000412	CG9745	D1
FBgn0000414	FBgn0000414	CG9695	Dab
FBgn0000416	FBgn0000416	CG12070	Sap-r
FBgn0000422	FBgn0000422	CG10697	Ddc
FBgn0000426	FBgn0000426	CG16792	SmF
FBgn0000442	FBgn0000442	CG3324	Pkg21D
FBgn0000447	FBgn0000447	CG9741	Dhod
FBgn0000451	FBgn0000451	CG6611	ect
FBgn0000454	FBgn0000454	CG9285	Dip-B
FBgn0000455	FBgn0000455	CG5663	Dip-C
FBgn0000459	FBgn0000459	CG9908	disco
FBgn0000463	FBgn0000463	CG3619	Dl
FBgn0000464	FBgn0000464	CG10443	Lar
FBgn0000477	FBgn0000477	CG7780	DNaseII
FBgn0000479	FBgn0000479	CG32498	dnc
FBgn0000482	FBgn0000482	CG3093	dor
FBgn0000499	FBgn0000499	CG18361	dsh
FBgn0000500	FBgn0000500	CG18090	Dsk
FBgn0000504	FBgn0000504	CG11094	dsx
FBgn0000520	FBgn0000520	CG2711	dwg
FBgn0000524	FBgn0000524	CG3929	dx
FBgn0000535	FBgn0000535	CG10952	eag
FBgn0000536	FBgn0000536	CG3525	eas
FBgn0000541	FBgn0000541	CG32346	E(bx)
FBgn0000543	FBgn0000543	CG5714	ecd
FBgn0000546	FBgn0000546	CG1765	EcR
FBgn0000547	FBgn0000547	CG12676	ed
FBgn0000551	FBgn0000551	CG7673	Edg78E
FBgn0000562	FBgn0000562	CG4051	egl
FBgn0000565	FBgn0000565	CG7266	Eip71CD
FBgn0000566	FBgn0000566	CG5345	Eip55E
FBgn0000567	FBgn0000567	CG32180	Eip74EF
FBgn0000568	FBgn0000568	CG8127	Eip75B
FBgn0000575	FBgn0000575	CG1007	emc
FBgn0000578	FBgn0000578	CG15112	ena
FBgn0000579	FBgn0000579	CG17654	Eno
FBgn0000581	FBgn0000581	CG7776	E(Pc)
FBgn0000588	FBgn0000588	CG14941	esc
FBgn0000611	FBgn0000611	CG8933	exd
FBgn0000615	FBgn0000615	CG8994	exu
FBgn0000617	FBgn0000617	CG6474	e(y)1
FBgn0000618	FBgn0000618	CG15191	e(y)2
FBgn0000629	FBgn0000629	CG6502	E(z)
FBgn0000635	FBgn0000635	CG3665	Fas2
FBgn0000636	FBgn0000636	CG5803	Fas3
FBgn0000644	FBgn0000644	CG4015	Fcp3C
FBgn0000659	FBgn0000659	CG10002	fkh
FBgn0000662	FBgn0000662	CG6315	fl(2)d
FBgn0000667	FBgn0000667	CG4376	Actn
FBgn0000709	FBgn0000709	CG1484	fliI
FBgn0000711	FBgn0000711	CG2096	flw
FBgn0000719	FBgn0000719	CG9559	fog
FBgn0000721	FBgn0000721	CG10033	for
FBgn0000723	FBgn0000723	CG8874	FER
FBgn0000810	FBgn0000810	CG3218	fs(1)K10
FBgn0000826	FBgn0000826	CG11420	png
FBgn0000928	FBgn0000928	CG2706	fs(1)Yb
FBgn0000996	FBgn0000996	CG8171	dup
FBgn0001075	FBgn0001075	CG3352	ft
FBgn0001078	FBgn0001078	CG4059	ftz-f1
FBgn0001079	FBgn0001079	CG6551	fu
FBgn0001084	FBgn0001084	CG13396	fy
FBgn0001085	FBgn0001085	CG17697	fz
FBgn0001086	FBgn0001086	CG4274	fzy
FBgn0001087	FBgn0001087	CG10986	g
FBgn0001089	FBgn0001089	CG9092	Gal
FBgn0001090	FBgn0001090	CG7088	bnb
FBgn0001091	FBgn0001091	CG12055	Gapdh1
FBgn0001092	FBgn0001092	CG8893	Gapdh2
FBgn0001098	FBgn0001098	CG5320	Gdh
FBgn0001099	FBgn0001099	CG33756	gdl
FBgn0001104	FBgn0001104	CG10060	Galphai
FBgn0001105	FBgn0001105	CG10545	Gbeta13F
FBgn0001122	FBgn0001122	CG2204	Galphao
FBgn0001123	FBgn0001123	CG2835	Galphas
FBgn0001124	FBgn0001124	CG8430	Got1
FBgn0001125	FBgn0001125	CG4233	Got2
FBgn0001133	FBgn0001133	CG33133	grau
FBgn0001137	FBgn0001137	CG17610	grk
FBgn0001139	FBgn0001139	CG8384	gro
FBgn0001142	FBgn0001142	CG2718	Gs1
FBgn0001145	FBgn0001145	CG1743	Gs2
FBgn0001149	FBgn0001149	CG10045	GstD1
FBgn0001150	FBgn0001150	CG7952	gt
FBgn0001168	FBgn0001168	CG6494	h
FBgn0001169	FBgn0001169	CG5460	H
FBgn0001179	FBgn0001179	CG8019	hay
FBgn0001185	FBgn0001185	CG4694	her
FBgn0001186	FBgn0001186	CG3001	Hex-A
FBgn0001187	FBgn0001187	CG8094	Hex-C
FBgn0001189	FBgn0001189	CG3095	hfw
FBgn0001197	FBgn0001197	CG5499	His2Av
FBgn0001206	FBgn0001206	CG1619	Hmr
FBgn0001215	FBgn0001215	CG9983	Hrb98DE
FBgn0001218	FBgn0001218	CG4147	Hsc70-3
FBgn0001220	FBgn0001220	CG8542	Hsc70-5
FBgn0001222	FBgn0001222	CG5748	Hsf
FBgn0001224	FBgn0001224	CG4463	Hsp23
FBgn0001225	FBgn0001225	CG4183	Hsp26
FBgn0001226	FBgn0001226	CG4466	Hsp27
FBgn0001227	FBgn0001227	CG4167	Hsp67Ba
FBgn0001229	FBgn0001229	CG4190	Hsp67Bc
FBgn0001230	FBgn0001230	CG5436	Hsp68
FBgn0001233	FBgn0001233	CG1242	Hsp83
FBgn0001234	FBgn0001234	CR31400	lncRNA:Hsromega
FBgn0001235	FBgn0001235	CG17117	hth
FBgn0001247	FBgn0001247	CG5517	Ide
FBgn0001248	FBgn0001248	CG7176	Idh
FBgn0001255	FBgn0001255	CG2723	ImpE3
FBgn0001257	FBgn0001257	CG15009	ImpL2
FBgn0001276	FBgn0001276	CG13201	ix
FBgn0001280	FBgn0001280	CG7933	janA
FBgn0001281	FBgn0001281	CG7931	janB
FBgn0001285	FBgn0001285	CG8579	Jon44E
FBgn0001291	FBgn0001291	CG2275	Jra
FBgn0001296	FBgn0001296	CG12286	kar
FBgn0001297	FBgn0001297	CG33956	kay
FBgn0001301	FBgn0001301	CG7210	kel
FBgn0001308	FBgn0001308	CG7765	Khc
FBgn0001316	FBgn0001316	CG17046	klar
FBgn0001319	FBgn0001319	CG10197	kn
FBgn0001321	FBgn0001321	CG6217	knk
FBgn0001324	FBgn0001324	CG8491	kto
FBgn0001325	FBgn0001325	CG3340	Kr
FBgn0001330	FBgn0001330	CG3228	kz
FBgn0001404	FBgn0001404	CG9659	egh
FBgn0001491	FBgn0001491	CG1639	l(1)10Bb
FBgn0001565	FBgn0001565	CG1666	Hlc
FBgn0001612	FBgn0001612	CG10988	Grip91
FBgn0001624	FBgn0001624	CG1725	dlg1
FBgn0001941	FBgn0001941	CG9078	ifc
FBgn0001961	FBgn0001961	CG8978	Arpc1
FBgn0001965	FBgn0001965	CG7793	Sos
FBgn0001970	FBgn0001970	CG7480	Pgant35A
FBgn0001977	FBgn0001977	CG4180	CIAPIN1
FBgn0001978	FBgn0001978	CG3647	stc
FBgn0001981	FBgn0001981	CG3758	esg
FBgn0001987	FBgn0001987	CG3903	Gli
FBgn0001990	FBgn0001990	CG4148	wek
FBgn0001991	FBgn0001991	CG4894	Ca-alpha1D
FBgn0001994	FBgn0001994	CG7664	crp
FBgn0001995	FBgn0001995	CG5818	mRpL4
FBgn0002021	FBgn0002021	CG10655	l(2)37Bb
FBgn0002022	FBgn0002022	CG10449	Catsup
FBgn0002031	FBgn0002031	CG10691	l(2)37Cc
FBgn0002036	FBgn0002036	CG10561	CG10561
FBgn0002044	FBgn0002044	CG10084	swm
FBgn0002121	FBgn0002121	CG2671	l(2)gl
FBgn0002183	FBgn0002183	CG1828	dre4
FBgn0002283	FBgn0002283	CG4195	l(3)73Ah
FBgn0002284	FBgn0002284	CG4097	Prosbeta6
FBgn0002354	FBgn0002354	CG7620	l(3)87Df
FBgn0002413	FBgn0002413	CG2048	dco
FBgn0002431	FBgn0002431	CG9484	hyd
FBgn0002441	FBgn0002441	CG5954	l(3)mbt
FBgn0002466	FBgn0002466	CG10522	sti
FBgn0002521	FBgn0002521	CG17743	pho
FBgn0002522	FBgn0002522	CG1264	lab
FBgn0002524	FBgn0002524	CG4162	lace
FBgn0002525	FBgn0002525	CG6944	Lam
FBgn0002526	FBgn0002526	CG10236	LanA
FBgn0002531	FBgn0002531	CG11650	Lcp1
FBgn0002542	FBgn0002542	CG2684	lds
FBgn0002552	FBgn0002552	CG11770	lin
FBgn0002566	FBgn0002566	CG18028	lt
FBgn0002569	FBgn0002569	CG8694	Mal-A2
FBgn0002570	FBgn0002570	CG8696	Mal-A1
FBgn0002571	FBgn0002571	CG8695	Mal-A3
FBgn0002578	FBgn0002578	CG8342	Kaz-m1
FBgn0002579	FBgn0002579	CG7622	RpL36
FBgn0002590	FBgn0002590	CG8922	RpS5a
FBgn0002592	FBgn0002592	CG6104	E(spl)m2-BFM
FBgn0002593	FBgn0002593	CG4087	RpLP1
FBgn0002609	FBgn0002609	CG8346	E(spl)m3-HLH
FBgn0002622	FBgn0002622	CG6779	RpS3
FBgn0002626	FBgn0002626	CG7939	RpL32
FBgn0002632	FBgn0002632	CG8354	E(spl)m6-BFM
FBgn0002638	FBgn0002638	CG10480	Rcc1
FBgn0002641	FBgn0002641	CG1692	mal
FBgn0002643	FBgn0002643	CG8118	mam
FBgn0002645	FBgn0002645	CG1483	Map205
FBgn0002673	FBgn0002673	CG4965	twe
FBgn0002707	FBgn0002707	CG3697	mei-9
FBgn0002709	FBgn0002709	CG8923	mei-218
FBgn0002715	FBgn0002715	CG5303	mei-S332
FBgn0002716	FBgn0002716	CG7753	mei-W68
FBgn0002719	FBgn0002719	CG10120	Men
FBgn0002723	FBgn0002723	CG1705	Met
FBgn0002732	FBgn0002732	CG8337	E(spl)malpha-BFM
FBgn0002733	FBgn0002733	CG14548	E(spl)mbeta-HLH
FBgn0002735	FBgn0002735	CG8333	E(spl)mgamma-HLH
FBgn0002736	FBgn0002736	CG9401	mago
FBgn0002774	FBgn0002774	CG11680	mle
FBgn0002775	FBgn0002775	CG8631	msl-3
FBgn0002778	FBgn0002778	CG3297	mnd
FBgn0002780	FBgn0002780	CG2050	mod
FBgn0002781	FBgn0002781	CG32491	mod(mdg4)
FBgn0002783	FBgn0002783	CG18740	mor
FBgn0002787	FBgn0002787	CG3416	Rpn8
FBgn0002791	FBgn0002791	CG3060	mr
FBgn0002856	FBgn0002856	CG9024	Acp26Ab
FBgn0002868	FBgn0002868	CG9470	MtnA
FBgn0002869	FBgn0002869	CG4312	MtnB
FBgn0002872	FBgn0002872	CG1960	mu2
FBgn0002873	FBgn0002873	CG12047	mud
FBgn0002878	FBgn0002878	CG11156	mus101
FBgn0002887	FBgn0002887	CG10890	mus201
FBgn0002891	FBgn0002891	CG1925	mus205
FBgn0002899	FBgn0002899	CG7972	mus301
FBgn0002901	FBgn0002901	CG7347	mus304
FBgn0002905	FBgn0002905	CG6019	mus308
FBgn0002906	FBgn0002906	CG6920	Blm
FBgn0002914	FBgn0002914	CG9045	Myb
FBgn0002917	FBgn0002917	CG1517	na
FBgn0002921	FBgn0002921	CG5670	Atpalpha
FBgn0002922	FBgn0002922	CG10250	nau
FBgn0002924	FBgn0002924	CG7831	ncd
FBgn0002930	FBgn0002930	CG1857	nec
FBgn0002931	FBgn0002931	CG11450	net
FBgn0002932	FBgn0002932	CG11988	neur
FBgn0002939	FBgn0002939	CG31783	ninaD
FBgn0002945	FBgn0002945	CG11614	nkd
FBgn0002948	FBgn0002948	CG1763	nod
FBgn0002973	FBgn0002973	CG3779	numb
FBgn0002985	FBgn0002985	CG3851	odd
FBgn0002989	FBgn0002989	CG3736	okr
FBgn0003008	FBgn0003008	CG3029	or
FBgn0003016	FBgn0003016	CG3479	osp
FBgn0003041	FBgn0003041	CG8114	pbl
FBgn0003042	FBgn0003042	CG32443	Pc
FBgn0003044	FBgn0003044	CG5109	Pcl
FBgn0003048	FBgn0003048	CG3443	pcx
FBgn0003053	FBgn0003053	CG12212	peb
FBgn0003062	FBgn0003062	CG9888	Fib
FBgn0003067	FBgn0003067	CG17725	Pepck1
FBgn0003068	FBgn0003068	CG2647	per
FBgn0003071	FBgn0003071	CG4001	Pfk
FBgn0003074	FBgn0003074	CG8251	Pgi
FBgn0003087	FBgn0003087	CG5052	pim
FBgn0003090	FBgn0003090	CG11084	pk
FBgn0003091	FBgn0003091	CG6622	Pkc53E
FBgn0003093	FBgn0003093	CG1954	Pkc98E
FBgn0003116	FBgn0003116	CG3461	pn
FBgn0003117	FBgn0003117	CG3978	pnr
FBgn0003118	FBgn0003118	CG17077	pnt
FBgn0003124	FBgn0003124	CG12306	polo
FBgn0003130	FBgn0003130	CG8246	Poxn
FBgn0003134	FBgn0003134	CG6593	Pp1alpha-96A
FBgn0003137	FBgn0003137	CG33103	Ppn
FBgn0003139	FBgn0003139	CG12217	PpV
FBgn0003141	FBgn0003141	CG16784	pr
FBgn0003162	FBgn0003162	CG9441	Pu
FBgn0003165	FBgn0003165	CG9755	pum
FBgn0003169	FBgn0003169	CG7904	put
FBgn0003175	FBgn0003175	CG4444	px
FBgn0003189	FBgn0003189	CG18572	r
FBgn0003204	FBgn0003204	CG1799	ras
FBgn0003205	FBgn0003205	CG9375	Ras85D
FBgn0003206	FBgn0003206	CG1167	Ras64B
FBgn0003209	FBgn0003209	CG12437	raw
FBgn0003210	FBgn0003210	CG11427	rb
FBgn0003218	FBgn0003218	CG11111	rdgB
FBgn0003227	FBgn0003227	CG31293	rec
FBgn0003231	FBgn0003231	CG10360	ref(2)P
FBgn0003250	FBgn0003250	CG9668	Rh4
FBgn0003256	FBgn0003256	CG12559	rl
FBgn0003257	FBgn0003257	CG3593	r-l
FBgn0003261	FBgn0003261	CG10279	Rm62
FBgn0003268	FBgn0003268	CG1569	rod
FBgn0003274	FBgn0003274	CG4918	RpLP2
FBgn0003275	FBgn0003275	CG1163	RpII18
FBgn0003277	FBgn0003277	CG1554	RpII215
FBgn0003278	FBgn0003278	CG4033	RpI135
FBgn0003279	FBgn0003279	CG5502	RpL4
FBgn0003285	FBgn0003285	CG4125	rst
FBgn0003292	FBgn0003292	CG6097	rt
FBgn0003301	FBgn0003301	CG9533	rut
FBgn0003302	FBgn0003302	CG4336	rux
FBgn0003308	FBgn0003308	CG7642	ry
FBgn0003310	FBgn0003310	CG4385	S
FBgn0003317	FBgn0003317	CG1891	sax
FBgn0003321	FBgn0003321	CG1664	sbr
FBgn0003326	FBgn0003326	CG17579	sca
FBgn0003330	FBgn0003330	CG5595	Sce
FBgn0003334	FBgn0003334	CG9495	Scm
FBgn0003345	FBgn0003345	CG8544	sd
FBgn0003346	FBgn0003346	CG9999	RanGAP
FBgn0003353	FBgn0003353	CG3182	sei
FBgn0003356	FBgn0003356	CG31034	Jon99Cii
FBgn0003357	FBgn0003357	CG31362	Jon99Ciii
FBgn0003358	FBgn0003358	CG31039	Jon99Ci
FBgn0003360	FBgn0003360	CG16944	sesB
FBgn0003371	FBgn0003371	CG2621	sgg
FBgn0003374	FBgn0003374	CG12181	Sgs4
FBgn0003377	FBgn0003377	CG18087	Sgs7
FBgn0003380	FBgn0003380	CG12348	Sh
FBgn0003386	FBgn0003386	CG2822	Shaw
FBgn0003390	FBgn0003390	CG3135	shf
FBgn0003391	FBgn0003391	CG3722	shg
FBgn0003392	FBgn0003392	CG18102	shi
FBgn0003396	FBgn0003396	CG7734	shn
FBgn0003401	FBgn0003401	CG4735	shu
FBgn0003410	FBgn0003410	CG9949	sina
FBgn0003411	FBgn0003411	CG1641	sisA
FBgn0003415	FBgn0003415	CG9936	skd
FBgn0003416	FBgn0003416	CG4200	sl
FBgn0003423	FBgn0003423	CG1417	slgA
FBgn0003429	FBgn0003429	CG10693	slo
FBgn0003435	FBgn0003435	CG9218	sm
FBgn0003444	FBgn0003444	CG11561	smo
FBgn0003447	FBgn0003447	CG32858	sn
FBgn0003448	FBgn0003448	CG3956	sna
FBgn0003449	FBgn0003449	CG4528	snf
FBgn0003459	FBgn0003459	CG3836	stwl
FBgn0003463	FBgn0003463	CG9224	sog
FBgn0003464	FBgn0003464	CG1391	sol
FBgn0003475	FBgn0003475	CG10076	spir
FBgn0003479	FBgn0003479	CG7948	spn-A
FBgn0003480	FBgn0003480	CG3325	spn-B
FBgn0003482	FBgn0003482	CG31069	spn-D
FBgn0003495	FBgn0003495	CG6134	spz
FBgn0003499	FBgn0003499	CG7847	sr
FBgn0003502	FBgn0003502	CG8049	Btk29A
FBgn0003507	FBgn0003507	CG3992	srp
FBgn0003512	FBgn0003512	CG17958	Sry-delta
FBgn0003514	FBgn0003514	CG3595	sqh
FBgn0003515	FBgn0003515	CG4314	st
FBgn0003517	FBgn0003517	CG14792	sta
FBgn0003520	FBgn0003520	CG5753	stau
FBgn0003525	FBgn0003525	CG1395	stg
FBgn0003557	FBgn0003557	CG4244	Su(dx)
FBgn0003559	FBgn0003559	CG17170	su(f)
FBgn0003567	FBgn0003567	CG8573	su(Hw)
FBgn0003598	FBgn0003598	CG8599	Su(var)3-7
FBgn0003607	FBgn0003607	CG8409	Su(var)205
FBgn0003612	FBgn0003612	CG8068	Su(var)2-10
FBgn0003638	FBgn0003638	CG3019	su(w[a])
FBgn0003654	FBgn0003654	CG18000	sw
FBgn0003656	FBgn0003656	CG2212	sws
FBgn0003660	FBgn0003660	CG12210	Syb
FBgn0003687	FBgn0003687	CG9874	Tbp
FBgn0003710	FBgn0003710	CG1232	tipE
FBgn0003714	FBgn0003714	CG7925	tko
FBgn0003716	FBgn0003716	CG14026	tkv
FBgn0003721	FBgn0003721	CG4898	Tm1
FBgn0003731	FBgn0003731	CG10079	Egfr
FBgn0003741	FBgn0003741	CG16724	tra
FBgn0003742	FBgn0003742	CG10128	tra2
FBgn0003744	FBgn0003744	CG8637	trc
FBgn0003748	FBgn0003748	CG9364	Treh
FBgn0003751	FBgn0003751	CG5619	trk
FBgn0003862	FBgn0003862	CG8651	trx
FBgn0003863	FBgn0003863	CG18444	alphaTry
FBgn0003866	FBgn0003866	CG1374	tsh
FBgn0003867	FBgn0003867	CG6705	tsl
FBgn0003870	FBgn0003870	CG1856	ttk
FBgn0003882	FBgn0003882	CG10520	tub
FBgn0003884	FBgn0003884	CG1913	alphaTub84B
FBgn0003885	FBgn0003885	CG2512	alphaTub84D
FBgn0003888	FBgn0003888	CG3401	betaTub60D
FBgn0003890	FBgn0003890	CG4869	betaTub97EF
FBgn0003891	FBgn0003891	CG9450	tud
FBgn0003892	FBgn0003892	CG2411	ptc
FBgn0003896	FBgn0003896	CG10619	tup
FBgn0003941	FBgn0003941	CG2960	RpL40
FBgn0003942	FBgn0003942	CG5271	RpS27A
FBgn0003943	FBgn0003943	CG11624	Ubi-p63E
FBgn0003963	FBgn0003963	CG2762	ush
FBgn0003964	FBgn0003964	CG4380	usp
FBgn0003969	FBgn0003969	CG9209	vap
FBgn0003977	FBgn0003977	CG3496	vir
FBgn0003978	FBgn0003978	CG10728	vls
FBgn0003979	FBgn0003979	CG9048	Vm26Aa
FBgn0003983	FBgn0003983	CG9271	Vm34Ca
FBgn0003984	FBgn0003984	CG10491	vn
FBgn0003996	FBgn0003996	CG2759	w
FBgn0003997	FBgn0003997	CG5123	hid
FBgn0004045	FBgn0004045	CG2985	Yp1
FBgn0004047	FBgn0004047	CG11129	Yp3
FBgn0004049	FBgn0004049	CG9764	yrt
FBgn0004050	FBgn0004050	CG7803	z
FBgn0004055	FBgn0004055	CG3533	uzip
FBgn0004057	FBgn0004057	CG12529	Zw
FBgn0004066	FBgn0004066	CG3422	Prosalpha4
FBgn0004087	FBgn0004087	CG14887	Dhfr
FBgn0004101	FBgn0004101	CG3411	bs
FBgn0004103	FBgn0004103	CG5650	Pp1-87B
FBgn0004106	FBgn0004106	CG5363	Cdk1
FBgn0004107	FBgn0004107	CG10498	Cdk2
FBgn0004108	FBgn0004108	CG9704	Nrt
FBgn0004132	FBgn0004132	CG30498	boca
FBgn0004133	FBgn0004133	CG1363	blow
FBgn0004167	FBgn0004167	CG12008	kst
FBgn0004168	FBgn0004168	CG16720	5-HT1A
FBgn0004169	FBgn0004169	CG7107	up
FBgn0004170	FBgn0004170	CG3827	sc
FBgn0004177	FBgn0004177	CG7109	mts
FBgn0004179	FBgn0004179	CG6395	Csp
FBgn0004227	FBgn0004227	CG4211	nonA
FBgn0004228	FBgn0004228	CG7936	mex1
FBgn0004237	FBgn0004237	CG12749	Hrb87F
FBgn0004242	FBgn0004242	CG3139	Syt1
FBgn0004359	FBgn0004359	CG5507	T48
FBgn0004362	FBgn0004362	CG17950	HmgD
FBgn0004363	FBgn0004363	CG6647	porin
FBgn0004364	FBgn0004364	CG8896	18w
FBgn0004367	FBgn0004367	CG4252	mei-41
FBgn0004368	FBgn0004368	CG6899	Ptp4E
FBgn0004369	FBgn0004369	CG11516	Ptp99A
FBgn0004370	FBgn0004370	CG1817	Ptp10D
FBgn0004373	FBgn0004373	CG7004	fwd
FBgn0004374	FBgn0004374	CG10718	neb
FBgn0004378	FBgn0004378	CG9191	Klp61F
FBgn0004379	FBgn0004379	CG10923	Klp67A
FBgn0004380	FBgn0004380	CG10642	Klp64D
FBgn0004381	FBgn0004381	CG7293	Klp68D
FBgn0004387	FBgn0004387	CG5658	Klp98A
FBgn0004389	FBgn0004389	CG1480	bnk
FBgn0004390	FBgn0004390	CG6721	RasGAP1
FBgn0004391	FBgn0004391	CG9198	shtd
FBgn0004395	FBgn0004395	CG4620	unk
FBgn0004396	FBgn0004396	CG7450	CrebA
FBgn0004397	FBgn0004397	CG3299	Vinc
FBgn0004401	FBgn0004401	CG6143	Pep
FBgn0004403	FBgn0004403	CG1524	RpS14a
FBgn0004404	FBgn0004404	CG1527	RpS14b
FBgn0004406	FBgn0004406	CG8987	tam
FBgn0004419	FBgn0004419	CG4916	me31B
FBgn0004425	FBgn0004425	CG1179	LysB
FBgn0004426	FBgn0004426	CR9111	LysC
FBgn0004427	FBgn0004427	CG9118	LysD
FBgn0004428	FBgn0004428	CG1180	LysE
FBgn0004429	FBgn0004429	CG9116	LysP
FBgn0004431	FBgn0004431	CG9120	LysX
FBgn0004432	FBgn0004432	CG9916	Cyp1
FBgn0004435	FBgn0004435	CG17759	Galphaq
FBgn0004436	FBgn0004436	CG2013	Ubc6
FBgn0004449	FBgn0004449	CG5723	Ten-m
FBgn0004456	FBgn0004456	CG1771	mew
FBgn0004463	FBgn0004463	CG8344	RpIII128
FBgn0004465	FBgn0004465	CG4086	Su(P)
FBgn0004507	FBgn0004507	CG7254	GlyP
FBgn0004509	FBgn0004509	CG10772	Fur1
FBgn0004510	FBgn0004510	CG6338	Ets97D
FBgn0004512	FBgn0004512	CG3879	Mdr49
FBgn0004514	FBgn0004514	CG7485	Oct-TyrR
FBgn0004516	FBgn0004516	CG14994	Gad1
FBgn0004556	FBgn0004556	CG9680	Dbp73D
FBgn0004569	FBgn0004569	CG4531	aos
FBgn0004573	FBgn0004573	CG12073	5-HT7
FBgn0004574	FBgn0004574	CG15811	Rop
FBgn0004575	FBgn0004575	CG3985	Syn
FBgn0004577	FBgn0004577	CG3477	Pxd
FBgn0004580	FBgn0004580	CG6702	Cbp53E
FBgn0004583	FBgn0004583	CG4114	ex
FBgn0004584	FBgn0004584	CG3178	Rrp1
FBgn0004587	FBgn0004587	CG10851	B52
FBgn0004595	FBgn0004595	CG17228	pros
FBgn0004597	FBgn0004597	CG7281	CycC
FBgn0004598	FBgn0004598	CG18734	Fur2
FBgn0004607	FBgn0004607	CG1449	zfh2
FBgn0004611	FBgn0004611	CG4574	Plc21C
FBgn0004619	FBgn0004619	CG8442	GluRIA
FBgn0004629	FBgn0004629	CG8050	Cys
